date,cruise_id,station,event_n,scan,salinity,temperature,pressure,sea_water_electrical_conductivity,CDOM,dissolved_oxygen,oxygen_saturation,chlorophyll_concentration,chlorophyll_fluorescence,photosynthetically_available_radiation,beam_attenuation,beam_transmission,depth,sea_water_sigma_t,sound_velocity,altimeter,latitude,longitude
2006-08-10,WS0618,34,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.9481666666667,-81.7655
2006-08-11,WS0618,28,55,55,55,55,55,55,0,55,55,0,55,55,55,55,55,55,55,55,24.729,-82.7483333333333
2006-08-11,WS0618,DT1,24,24,23,24,24,23,0,23,23,0,24,24,24,24,24,23,23,24,24.6913333333333,-82.9181666666667
2006-08-11,WS0618,DT10,43,43,42,43,43,42,0,41,41,0,43,43,43,43,43,42,42,43,24.5493333333333,-82.9713333333333
2006-08-11,WS0618,DT11,38,38,38,38,38,38,0,37,37,0,38,38,38,38,38,38,38,38,24.6191666666667,-82.9113333333333
2006-08-11,WS0618,DT2,40,40,40,40,40,40,0,36,36,0,40,40,40,40,40,40,40,40,24.6923333333333,-83.0511666666667
2006-08-11,WS0618,DT4,126,126,126,126,126,126,0,126,126,0,126,126,126,126,126,126,126,126,24.6925,-83.3093333333333
2006-08-11,WS0618,DT7,1176,1176,1176,1176,1176,1176,0,1175,1175,0,1176,1176,1176,1176,1176,1176,1176,1176,24.3,-83.192
2006-08-11,WS0618,DT9,98,98,98,98,98,98,0,97,97,0,98,98,98,98,98,98,98,98,24.468,-83.0416666666667
2006-08-12,WS0618,22.5,267,267,267,267,267,267,0,267,267,0,267,267,267,267,267,267,267,267,24.396,-81.828
2006-08-12,WS0618,23,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19,24.4861666666667,-81.8271666666667
2006-08-12,WS0618,24,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,24.5355,-81.8276666666667
2006-08-12,WS0618,25.5,692,692,692,692,692,692,0,691,691,0,692,692,692,692,692,692,692,692,24.2853333333333,-82.7663333333333
2006-08-12,WS0618,27,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52,24.589,-82.7683333333333
2006-08-13,WS0618,16,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,24.6731666666667,-81.2031666666667
2006-08-13,WS0618,17,19,19,19,19,19,19,0,19,19,0,19,19,19,19,19,19,19,19,24.634,-81.193
2006-08-13,WS0618,18,56,56,56,56,56,56,0,56,56,0,56,56,56,56,56,56,56,56,24.5978333333333,-81.1831666666667
2006-08-13,WS0618,19,6,6,5,6,6,5,0,5,5,0,6,6,6,6,6,5,5,6,24.6088333333333,-81.422
2006-08-13,WS0618,20,20,20,20,20,20,20,0,20,20,0,20,20,20,20,20,20,20,20,24.5758333333333,-81.4171666666667
2006-08-13,WS0618,21,61,61,61,61,61,61,0,60,60,0,61,61,61,61,61,61,61,61,24.5376666666667,-81.4126666666667
2006-08-13,WS0618,21.5,244,244,244,244,244,244,0,244,244,0,244,244,244,244,244,244,244,244,24.4821666666667,-81.3916666666667
2006-08-14,WS0618,1,13,13,12,13,13,12,0,12,12,0,13,13,13,13,13,12,12,13,25.6448333333333,-80.1261666666667
2006-08-14,WS0618,10,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.7873333333333,-80.8596666666667
2006-08-14,WS0618,12,63,63,63,63,63,63,0,62,62,0,63,63,63,63,63,63,63,63,24.713,-80.8313333333333
2006-08-14,WS0618,3,97,97,97,97,97,97,0,96,96,0,97,97,97,97,97,97,97,97,25.6446666666667,-80.0825
2006-08-14,WS0618,5,10,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,10,25.093,-80.3551666666667
2006-08-14,WS0618,6,71,71,71,71,71,71,0,71,71,0,71,71,71,71,71,71,71,71,25.064,-80.3143333333333
2006-08-14,WS0618,6.5,143,143,143,143,143,143,0,143,143,0,143,143,143,143,143,143,143,143,25.0498333333333,-80.2863333333333
2006-08-14,WS0618,7,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,24.8168333333333,-80.7545
2006-08-14,WS0618,9,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,61,24.763,-80.7218333333333
2006-08-14,WS0618,9.5,232,232,232,232,232,232,0,232,232,0,232,232,232,232,232,232,232,232,24.7163333333333,-80.6871666666667
2006-10-31,WS0623,50,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,6,6,6,25.4531666666667,-81.3498333333333
2006-10-31,WS0623,53,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,25.4536666666667,-81.2243333333333
2006-10-31,WS0623,56,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.3505,-81.2208333333333
2006-10-31,WS0623,58,22,22,22,22,22,22,0,21,21,0,22,22,22,22,22,22,22,22,25.1675,-81.6538333333333
2006-10-31,WS0623,60,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,25.1666666666667,-81.3368333333333
2006-10-31,WS0623,68,6,6,6,6,6,6,0,4,4,0,6,6,6,6,6,6,6,6,24.9273333333333,-81.1678333333333
2006-10-31,WS0623,69,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4,24.9303333333333,-81.094
2006-11-01,WS0623,42,14,14,14,14,14,14,0,13,13,0,14,14,14,14,14,14,14,14,25.6546666666667,-81.7191666666667
2006-11-01,WS0623,49,4,4,4,4,4,4,0,3,3,0,4,4,4,4,4,4,4,4,25.583,-81.2915
2006-11-01,WS0623,CH5,55,55,55,55,55,55,0,54,54,0,55,55,55,55,55,55,55,55,26.3851666666667,-82.7671666666667
2006-11-02,WS0623,CAL1,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,26.4265,-81.9595
2006-11-02,WS0623,CAL5,30,30,30,30,30,30,0,30,30,0,30,30,30,30,30,30,30,30,26.1828333333333,-82.2161666666667
2006-11-02,WS0623,CH2,19,19,18,19,19,18,0,18,18,0,19,19,19,19,19,18,18,19,26.6623333333333,-82.332
2006-11-03,WS0623,28,51,51,50,51,51,50,0,48,48,0,51,51,51,51,51,50,50,51,24.7275,-82.7493333333333
2006-11-03,WS0623,29,62,62,61,62,62,61,0,59,59,0,62,62,62,62,62,61,61,62,25.062,-82.478
2006-11-03,WS0623,30,45,45,45,45,45,45,0,43,43,0,45,45,45,45,45,45,45,45,25.402,-82.2103333333333
2006-11-03,WS0623,31,25,25,25,25,25,25,0,24,24,0,25,25,25,25,25,25,25,25,25.7385,-81.9448333333333
2006-11-03,WS0623,34,9,9,8,9,9,8,0,7,7,0,9,9,9,9,9,8,8,9,25.9491666666667,-81.767
2006-11-05,WS0623,10,4,4,3,4,4,3,0,3,3,0,4,4,4,4,4,3,3,4,24.7853333333333,-80.8615
2006-11-05,WS0623,16,6,6,5,6,6,5,0,4,4,0,6,6,6,6,6,5,5,6,24.6695,-81.2048333333333
2006-11-05,WS0623,17,16,16,16,16,16,16,0,13,13,0,16,16,16,16,16,16,16,16,24.6348333333333,-81.1946666666667
2006-11-05,WS0623,18,54,54,54,54,54,54,0,53,53,0,54,54,54,54,54,54,54,54,24.5966666666667,-81.185
2006-11-05,WS0623,19,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,24.608,-81.4225
2006-11-05,WS0623,20,21,21,20,21,21,20,0,19,19,0,21,21,21,21,21,20,20,21,24.5741666666667,-81.4218333333333
2006-11-05,WS0623,23,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,24.4821666666667,-81.831
2006-11-05,WS0623,24,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11,24.5353333333333,-81.8278333333333
2006-11-05,WS0623,7,3,3,3,3,3,3,0,1,1,0,3,3,3,3,3,3,3,3,24.8185,-80.7571666666667
2006-11-05,WS0623,9,61,61,60,61,61,60,0,57,57,0,61,61,61,61,61,60,60,61,24.7633333333333,-80.7241666666667
2006-11-06,WS0623,3,60,60,60,60,60,60,0,58,58,0,60,60,60,60,60,60,60,60,25.6448333333333,-80.0856666666667
2006-11-06,WS0623,5,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,25.0923333333333,-80.3563333333333
2006-11-06,WS0623,6,55,55,54,55,55,54,0,54,54,0,55,55,55,55,55,54,54,55,25.0633333333333,-80.3163333333333
2006-11-06,WS0623,6.5,147,147,147,147,147,147,0,144,144,0,147,147,147,147,147,147,147,147,25.0468333333333,-80.2871666666667
2007-02-17,WS0704,54,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.3443333333333,-81.1536666666667
2007-02-17,WS0704,58,19,19,19,19,19,19,0,18,18,0,19,19,19,19,19,19,19,19,25.1666666666667,-81.652
2007-02-17,WS0704,60,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,7,25.1656666666667,-81.3366666666667
2007-02-17,WS0704,68,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,24.9275,-81.1675
2007-02-17,WS0704,69,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.9298333333333,-81.0941666666667
2007-02-18,WS0704,39,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.7838333333333,-81.483
2007-02-18,WS0704,42,11,11,10,11,11,10,0,9,9,0,11,11,11,11,11,10,10,11,25.6551666666667,-81.7158333333333
2007-02-18,WS0704,49,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,25.5836666666667,-81.2915
2007-02-18,WS0704,50,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,25.4525,-81.3493333333333
2007-02-18,WS0704,53,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,25.4528333333333,-81.2253333333333
2007-02-18,WS0704,56,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.3495,-81.2268333333333
2007-02-23,WS0704,34,7,7,6,7,7,6,0,6,6,0,7,7,7,7,7,6,6,7,25.9488333333333,-81.767
2007-02-23,WS0704,CAL1,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,26.4241666666667,-81.963
2007-02-23,WS0704,CAL5,32,32,31,32,32,31,0,30,30,0,32,32,32,32,32,31,31,32,26.1821666666667,-82.2165
2007-02-23,WS0704,CH2,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,26.6611666666667,-82.3315
2007-02-23,WS0704,CH5,48,48,48,48,48,48,0,47,47,0,48,48,48,48,48,48,48,48,26.3816666666667,-82.7666666666667
2007-02-24,WS0704,25.5,646,646,646,646,646,646,0,642,642,0,646,646,646,646,646,646,646,646,24.2871666666667,-82.7708333333333
2007-02-24,WS0704,27,50,50,50,50,50,50,0,50,50,0,50,50,50,50,50,50,50,50,24.5888333333333,-82.7696666666667
2007-02-24,WS0704,28,51,51,50,51,51,50,0,49,49,0,51,51,51,51,51,50,50,51,24.7286666666667,-82.7486666666667
2007-02-24,WS0704,29,61,61,60,61,61,60,0,60,60,0,61,61,61,61,61,60,60,61,25.0616666666667,-82.4773333333333
2007-02-24,WS0704,30,40,40,39,40,40,39,0,39,39,0,40,40,40,40,40,39,39,40,25.4015,-82.2105
2007-02-24,WS0704,33,24,24,24,24,24,24,0,23,23,0,24,24,24,24,24,24,24,24,25.7406666666667,-81.944
2007-02-25,WS0704,16,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,24.6738333333333,-81.2043333333333
2007-02-25,WS0704,17,19,19,18,19,19,18,0,16,16,0,19,19,19,19,19,18,18,19,24.6353333333333,-81.1938333333333
2007-02-25,WS0704,19,5,5,4,5,5,4,0,3,3,0,5,5,5,5,5,4,4,5,24.6103333333333,-81.4216666666667
2007-02-25,WS0704,20,16,16,16,16,16,16,0,15,15,0,16,16,16,16,16,16,16,16,24.5753333333333,-81.42
2007-02-25,WS0704,21.5,242,242,242,242,242,242,0,239,239,0,242,242,242,242,242,242,242,242,24.4885,-81.39
2007-02-25,WS0704,22.5,256,256,255,256,256,255,0,253,253,0,256,256,256,256,256,255,255,256,24.4,-81.8273333333333
2007-02-25,WS0704,23,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,24.4875,-81.8296666666667
2007-02-25,WS0704,24,11,11,11,11,11,11,0,9,9,0,11,11,11,11,11,11,11,11,24.5371666666667,-81.8285
2007-02-26,WS0704,1,12,12,12,12,12,12,0,11,11,0,12,12,12,12,12,12,12,12,25.6458333333333,-80.1261666666667
2007-02-26,WS0704,10,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,24.7856666666667,-80.8616666666667
2007-02-26,WS0704,12,39,39,39,39,39,39,0,38,38,0,39,39,39,39,39,39,39,39,24.7153333333333,-80.8313333333333
2007-02-26,WS0704,18,42,42,42,42,42,42,0,42,42,0,42,42,42,42,42,42,42,42,24.5993333333333,-81.1836666666667
2007-02-26,WS0704,3,80,80,79,80,80,79,0,78,78,0,80,80,80,80,80,79,79,80,25.6463333333333,-80.0848333333333
2007-02-26,WS0704,5,8,8,7,8,8,7,0,7,7,0,8,8,8,8,8,7,7,8,25.093,-80.3551666666667
2007-02-26,WS0704,6,56,56,56,56,56,56,0,54,54,0,56,56,56,56,56,56,56,56,25.0663333333333,-80.3148333333333
2007-02-26,WS0704,6.5,133,133,133,133,133,133,0,128,128,0,133,133,133,133,133,133,133,133,25.0515,-80.2863333333333
2007-02-26,WS0704,7,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,24.819,-80.7558333333333
2007-02-26,WS0704,9,61,61,61,61,61,61,0,61,61,0,61,61,61,61,61,61,61,61,24.7656666666667,-80.7218333333333
2007-02-26,WS0704,9.5,226,226,226,226,226,226,0,223,223,0,226,226,226,226,226,226,226,226,24.7223333333333,-80.6873333333333
2007-07-08,WS0718,1,10,10,10,10,10,10,0,9,9,0,10,10,10,10,10,10,10,10,25.6465,-80.1266666666667
2007-07-08,WS0718,3,80,80,80,80,80,80,0,78,78,0,80,80,80,80,80,80,80,80,25.6483333333333,-80.084
2007-07-08,WS0718,5,9,9,9,9,9,9,0,8,8,0,9,9,9,9,9,9,9,9,25.0933333333333,-80.355
2007-07-08,WS0718,6,42,42,42,42,42,42,0,41,41,0,42,42,42,42,42,42,42,42,25.069,-80.3173333333333
2007-07-08,WS0718,6.5,139,139,139,139,139,139,0,137,137,0,139,139,139,139,139,139,139,139,25.0531666666667,-80.2861666666667
2007-07-08,WS0718,7,5,5,4,5,5,4,0,4,4,0,5,5,5,5,5,4,4,5,24.8191666666667,-80.7528333333333
2007-07-09,WS0718,10,6,6,6,6,6,6,0,5,5,0,6,6,6,6,6,6,6,6,24.7871666666667,-80.8598333333333
2007-07-09,WS0718,16,5,5,5,5,5,5,0,4,4,0,5,5,5,5,5,5,5,5,24.6736666666667,-81.2051666666667
2007-07-09,WS0718,17,15,15,15,15,15,15,0,14,14,0,15,15,15,15,15,15,15,15,24.6356666666667,-81.1945
2007-07-09,WS0718,18,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,24.5986666666667,-81.1833333333333
2007-07-09,WS0718,19,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,24.61,-81.4218333333333
2007-07-09,WS0718,20,20,20,20,20,20,20,0,19,19,0,20,19,20,20,20,20,20,20,24.5756666666667,-81.419
2007-07-09,WS0718,21.5,266,266,266,266,266,266,0,265,265,0,266,264,266,266,266,266,266,266,24.4833333333333,-81.3916666666667
2007-07-09,WS0718,22.5,262,262,260,262,262,261,0,259,259,0,262,262,262,262,262,261,261,262,24.3985,-81.827
2007-07-09,WS0718,23,18,18,17,18,18,17,0,16,16,0,18,18,18,18,18,17,17,18,24.487,-81.8301666666667
2007-07-09,WS0718,24,12,12,11,12,12,11,0,11,11,0,12,12,12,12,12,11,11,12,24.5365,-81.8285
2007-07-09,WS0718,9,48,48,47,48,48,47,0,47,47,0,48,48,48,48,48,47,47,48,24.7666666666667,-80.7251666666667
2007-07-09,WS0718,9.5,233,233,233,233,233,233,0,232,232,0,233,233,233,233,233,233,233,233,24.7171666666667,-80.6918333333333
2007-07-10,WS0718,25.5,638,638,637,638,638,637,0,635,635,0,636,638,623,638,638,637,637,636,24.2886666666667,-82.7688333333333
2007-07-10,WS0718,27,54,54,53,54,54,53,0,51,51,0,54,54,54,54,54,53,53,54,24.593,-82.7696666666667
2007-07-10,WS0718,28,54,54,54,54,54,54,0,54,54,0,54,54,54,54,54,54,54,54,24.7316666666667,-82.7503333333333
2007-07-10,WS0718,29,63,63,62,63,63,62,0,61,61,0,63,63,63,63,63,62,62,63,25.0648333333333,-82.4795
2007-07-11,WS0718,30,42,42,42,42,42,42,0,41,41,0,42,42,42,42,42,42,42,42,25.4031666666667,-82.209
2007-07-11,WS0718,31,26,26,26,26,26,26,0,26,26,0,26,26,26,26,26,26,26,26,25.7435,-81.9431666666667
2007-07-11,WS0718,34,7,7,6,7,7,6,0,5,5,0,7,7,7,7,7,6,6,7,25.95,-81.7688333333333
2007-07-11,WS0718,CAL1,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,26.4275,-81.959
2007-07-11,WS0718,CAL5,32,32,32,32,32,32,0,31,31,0,32,32,32,32,32,32,32,32,26.1781666666667,-82.2228333333333
2007-07-11,WS0718,CH2,19,19,19,19,19,19,0,19,19,0,19,19,19,19,19,19,19,19,26.6636666666667,-82.3295
2007-07-11,WS0718,CH5,52,52,52,52,52,52,0,52,52,0,52,52,52,52,52,52,52,52,26.3835,-82.7673333333333
2007-07-12,WS0718,39,2,2,2,2,2,2,0,1,1,0,2,2,2,2,2,2,2,2,25.7701666666667,-81.5003333333333
2007-07-12,WS0718,42,13,13,13,13,13,13,0,12,12,0,13,13,13,13,13,13,13,13,25.6545,-81.718
2007-07-12,WS0718,49,3,3,3,3,3,3,0,2,2,0,3,3,3,3,3,3,3,3,25.583,-81.2905
2007-07-12,WS0718,50,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,25.4531666666667,-81.35
2007-07-12,WS0718,53,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,25.4531666666667,-81.225
2007-07-12,WS0718,54,6,6,6,6,6,6,0,5,5,0,6,3,6,6,6,6,6,6,25.3441666666667,-81.1528333333333
2007-07-12,WS0718,56,5,5,5,5,5,5,0,5,5,0,5,2,5,5,5,5,5,5,25.35,-81.2285
2007-07-12,WS0718,58,14,14,13,14,14,13,0,12,12,0,14,14,14,14,14,13,13,14,25.1683333333333,-81.6556666666667
2007-07-13,WS0718,60,9,9,9,9,9,9,0,9,9,0,9,5,9,9,9,9,9,9,25.1693333333333,-81.336
2007-07-13,WS0718,69,4,4,4,4,4,4,0,4,4,0,4,0,4,4,4,4,4,4,24.9293333333333,-81.096
2008-02-08,WS0802,1,6,6,5,6,6,5,0,5,5,0,6,0,6,6,6,5,5,6,25.6433333333333,-80.1258333333333
2008-02-08,WS0802,10,3,3,2,3,3,2,0,1,1,0,3,0,3,3,3,2,2,3,24.783,-80.8633333333333
2008-02-08,WS0802,12,54,54,54,54,54,54,0,54,54,0,54,0,54,54,54,54,54,54,24.7138333333333,-80.8328333333333
2008-02-08,WS0802,3,92,92,91,92,92,91,0,91,91,0,92,0,92,92,92,91,91,92,25.646,-80.0821666666667
2008-02-08,WS0802,7,6,6,6,6,6,6,0,4,4,0,6,0,6,6,6,6,6,6,24.815,-80.7565
2008-02-08,WS0802,9,61,61,61,61,61,61,0,60,60,0,61,0,61,61,61,61,61,61,24.7641666666667,-80.7216666666667
2008-02-08,WS0802,9.5,239,239,239,239,239,239,0,237,237,0,239,0,239,239,239,239,239,239,24.7178333333333,-80.6883333333333
2008-02-09,WS0802,16,2,2,1,2,2,1,0,1,1,0,2,0,2,2,2,1,1,2,24.6755,-81.2043333333333
2008-02-09,WS0802,17,16,16,16,16,16,16,0,16,16,0,16,0,16,16,16,16,16,16,24.6343333333333,-81.1938333333333
2008-02-09,WS0802,18,55,55,54,55,55,54,0,54,54,0,55,0,55,55,55,54,54,55,24.5976666666667,-81.184
2008-02-09,WS0802,19,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3,24.6103333333333,-81.4216666666667
2008-02-09,WS0802,20,19,19,18,19,19,18,0,18,18,0,19,0,19,19,19,18,18,19,24.5743333333333,-81.4193333333333
2008-02-09,WS0802,215,263,263,263,263,263,263,0,263,263,0,263,0,262,263,263,263,263,263,24.4823333333333,-81.3928333333333
2008-02-09,WS0802,225,267,267,267,267,267,267,0,266,266,0,267,0,265,267,267,267,267,267,24.3965,-81.8288333333333
2008-02-09,WS0802,23,17,17,17,17,17,17,0,15,15,0,17,0,17,17,17,17,17,17,24.4871666666667,-81.8283333333333
2008-02-09,WS0802,24,11,11,10,11,11,10,0,9,9,0,11,0,11,11,11,10,10,11,24.5375,-81.828
2008-02-09,WS0802,25.5,667,667,666,667,667,666,0,666,666,0,667,0,663,667,667,666,666,667,24.2865,-82.7671666666667
2008-02-09,WS0802,27,56,56,55,56,56,55,0,52,52,0,56,0,56,56,56,55,55,56,24.5906666666667,-82.7688333333333
2008-02-10,WS0802,29,61,61,60,61,61,60,0,59,59,0,61,0,61,61,61,60,60,61,25.0635,-82.4778333333333
2008-02-10,WS0802,30,46,46,46,46,46,46,0,45,45,0,46,0,46,46,46,46,46,46,25.3971666666667,-82.2075
2008-02-10,WS0802,31,27,27,26,27,27,26,0,24,24,0,27,0,27,27,27,26,26,27,25.7391666666667,-81.944
2008-02-10,WS0802,34,6,6,5,6,6,5,0,4,4,0,6,0,6,6,6,5,5,6,25.9483333333333,-81.7671666666667
2008-02-10,WS0802,CAL1,3,3,2,3,3,2,0,2,2,0,3,0,3,3,3,2,2,3,26.427,-81.9611666666667
2008-02-10,WS0802,CAL5,32,32,32,32,32,32,0,30,30,0,32,0,32,32,32,32,32,32,26.1815,-82.2171666666667
2008-02-10,WS0802,CH5,55,55,55,55,55,55,0,52,52,0,55,0,55,55,55,55,55,55,26.3801666666667,-82.7676666666667
2008-02-11,WS0802,39,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3,25.778,-81.4891666666667
2008-02-11,WS0802,42,13,13,13,13,13,13,0,11,11,0,13,0,13,13,13,13,13,12,25.6523333333333,-81.7213333333333
2008-02-11,WS0802,49,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,25.583,-81.2958333333333
2008-02-11,WS0802,50,7,7,6,7,7,6,0,6,6,0,7,0,7,7,7,6,6,7,25.4525,-81.3501666666667
2008-02-11,WS0802,53,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,25.4531666666667,-81.2263333333333
2008-02-11,WS0802,54,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2,25.345,-81.1541666666667
2008-02-11,WS0802,56,3,3,2,3,3,2,0,1,1,0,3,0,3,3,3,2,2,3,25.3488333333333,-81.2281666666667
2008-02-11,WS0802,CH2,15,15,15,15,15,15,0,14,14,0,15,0,15,15,15,15,15,15,26.6628333333333,-82.332
2008-02-12,WS0802,58,19,19,19,19,19,19,0,17,17,0,19,0,19,19,19,19,19,19,25.1663333333333,-81.6546666666667
2008-02-12,WS0802,60,9,9,9,9,9,9,0,8,8,0,9,0,9,9,9,9,9,9,25.1665,-81.336
2008-02-12,WS0802,68,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,24.9296666666667,-81.1666666666667
2008-02-13,WS0802,69,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3,24.9306666666667,-81.0955
2008-05-06,WS0807,10,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2,24.7858333333333,-80.8626666666667
2008-05-06,WS0807,12,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50,24.7125,-80.831
2008-05-06,WS0807,5,8,8,8,8,8,8,0,8,8,0,8,0,8,8,8,8,8,8,25.0931666666667,-80.354
2008-05-06,WS0807,6,71,71,71,71,71,71,0,70,70,0,71,0,71,71,71,71,71,71,25.0638333333333,-80.3135
2008-05-06,WS0807,6.5,134,134,134,134,134,134,0,134,134,0,134,0,121,134,134,134,134,134,25.0495,-80.2831666666667
2008-05-06,WS0807,7,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,24.82,-80.7536666666667
2008-05-06,WS0807,9,58,58,58,58,58,58,0,58,58,0,58,0,58,58,58,58,58,58,24.763,-80.7223333333333
2008-05-06,WS0807,9.5,221,221,221,221,221,221,0,221,221,0,221,0,218,221,221,221,221,221,24.7171666666667,-80.6893333333333
2008-05-07,WS0807,16,4,4,4,4,4,4,0,3,3,0,4,0,4,4,4,4,4,4,24.6755,-81.2041666666667
2008-05-07,WS0807,17,16,16,16,16,16,16,0,16,16,0,16,0,16,16,16,16,16,16,24.6335,-81.1931666666667
2008-05-07,WS0807,18,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50,24.5976666666667,-81.183
2008-05-07,WS0807,19,4,4,3,4,4,3,0,3,3,0,4,0,4,4,4,3,3,4,24.6103333333333,-81.4216666666667
2008-05-07,WS0807,20,12,12,12,12,12,12,0,11,11,0,12,0,12,12,12,12,12,12,24.5755,-81.4188333333333
2008-05-07,WS0807,21.5,261,261,261,261,261,261,0,260,260,0,261,0,252,261,261,261,261,261,24.4826666666667,-81.3916666666667
2008-05-07,WS0807,22.5,257,257,257,257,257,257,0,256,256,0,257,0,234,257,257,257,257,257,24.3958333333333,-81.8271666666667
2008-05-07,WS0807,23,14,14,14,14,14,14,0,14,14,0,14,0,14,14,14,14,14,14,24.4858333333333,-81.8283333333333
2008-05-07,WS0807,24,10,10,10,10,10,10,0,10,10,0,10,0,10,10,10,10,10,10,24.5358333333333,-81.829
2008-05-07,WS0807,25.5,615,615,615,615,615,615,0,614,614,0,615,0,608,615,615,615,615,615,24.289,-82.7683333333333
2008-05-07,WS0807,27,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50,24.5903333333333,-82.7693333333333
2008-05-08,WS0807,28,50,50,50,50,50,50,0,50,50,0,50,0,50,50,50,50,50,50,24.7288333333333,-82.7486666666667
2008-05-08,WS0807,29,55,55,55,55,55,55,0,54,54,0,55,0,55,55,55,55,55,55,25.0686666666667,-82.4773333333333
2008-05-08,WS0807,30,31,31,30,31,31,30,0,30,30,0,31,0,31,31,31,30,30,31,25.404,-82.2116666666667
2008-05-08,WS0807,31,17,17,17,17,17,17,0,17,17,0,17,0,17,17,17,17,17,17,25.7446666666667,-81.945
2008-05-08,WS0807,34,5,5,5,5,5,5,0,4,4,0,5,0,5,5,5,5,5,5,25.9516666666667,-81.767
2008-05-08,WS0807,CAL1,5,5,4,5,5,4,0,4,4,0,5,0,5,5,5,4,4,5,26.4273333333333,-81.9601666666667
2008-05-08,WS0807,CAL5,29,29,28,29,29,28,0,27,27,0,29,0,29,29,29,28,28,29,26.1848333333333,-82.217
2008-05-08,WS0807,CH2,16,16,16,16,16,16,0,15,15,0,16,0,16,16,16,16,16,16,26.6648333333333,-82.3333333333333
2008-05-09,WS0807,39,3,3,3,3,3,3,0,2,2,0,3,0,3,3,3,3,3,3,25.783,-81.4816666666667
2008-05-09,WS0807,42,13,13,13,13,13,13,0,12,12,0,13,0,13,13,13,13,13,13,25.6566666666667,-81.7191666666667
2008-05-09,WS0807,49,2,2,2,2,2,2,0,1,1,0,2,0,2,2,2,2,2,2,25.584,-81.2911666666667
2008-05-09,WS0807,50,6,6,6,6,6,6,0,5,5,0,6,0,6,6,6,6,6,6,25.4531666666667,-81.3488333333333
2008-05-09,WS0807,53,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,25.452,-81.2235
